id,description,dataType
2342132,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",Survey (FNDDS)
2342133,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",Survey (FNDDS)
2342134,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",Survey (FNDDS)
2342135,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Survey (FNDDS)
2342136,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Survey (FNDDS)
2342137,"Pot pie, chicken",Survey (FNDDS)
2342138,"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",Survey (FNDDS)
2342139,"Chicken or turkey,stuffing, and vegetables excluding carrots, broccoli, and dark green leafy; no sauce",Survey (FNDDS)
2342140,"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",Survey (FNDDS)
2342141,"Chicken or turkey, stuffing, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",Survey (FNDDS)
2342142,"Chicken or turkey, dumplings, and vegetables including carrots, broccoli, and/or dark green leafy; gravy",Survey (FNDDS)
2342143,"Chicken or turkey, dumplings, and vegetables excluding carrots, broccoli, and dark green leafy; gravy",Survey (FNDDS)
2342144,"Chicken fricassee, Puerto Rican style",Survey (FNDDS)
2342145,Paella with seafood,Survey (FNDDS)
2342146,Shrimp chow mein or chop suey with noodles,Survey (FNDDS)
2342147,"Shrimp creole, with rice",Survey (FNDDS)
2342148,"Tuna noodle casserole with vegetables, cream or white sauce",Survey (FNDDS)
2342149,"Fish, noodles, and vegetables including carrots, broccoli, and/or dark green leafy; cheese sauce",Survey (FNDDS)
2342150,"Fish, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",Survey (FNDDS)
2342151,Bouillabaisse,Survey (FNDDS)
2342152,"Seafood stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Survey (FNDDS)
2342153,Tuna noodle casserole with vegetables and mushroom sauce,Survey (FNDDS)
2342154,"Codfish with starchy vegetables, Puerto Rican style",Survey (FNDDS)
2342155,"Biscayne codfish, Puerto Rican style",Survey (FNDDS)
2342156,"Stew, NFS",Survey (FNDDS)
2342157,"Chow mein or chop suey, NS as to type of meat, with noodles",Survey (FNDDS)
2342158,"Paella, NFS",Survey (FNDDS)
2342159,"Chow mein or chop suey, various types of meat, with noodles",Survey (FNDDS)
2342160,"Stewed variety meats, mostly liver, Puerto Rican style",Survey (FNDDS)
2342161,"Stewed tripe, with potatoes, Puerto Rican style",Survey (FNDDS)
2342162,Gumbo with rice,Survey (FNDDS)
2342163,Jambalaya with meat and rice,Survey (FNDDS)
2342164,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",Survey (FNDDS)
2342165,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",Survey (FNDDS)
2342166,"Beef shish kabob with vegetables, excluding potatoes",Survey (FNDDS)
2342167,"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",Survey (FNDDS)
2342168,Swiss steak,Survey (FNDDS)
2342169,"Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce",Survey (FNDDS)
2342170,"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",Survey (FNDDS)
2342171,"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",Survey (FNDDS)
2342172,"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",Survey (FNDDS)
2342173,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Survey (FNDDS)
2342174,Beef and broccoli,Survey (FNDDS)
2342175,"Beef, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Survey (FNDDS)
2342176,Szechuan beef,Survey (FNDDS)
2342177,Hunan beef,Survey (FNDDS)
2342178,"Beef chow mein or chop suey, no noodles",Survey (FNDDS)
2342179,Kung Pao beef,Survey (FNDDS)
2342180,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Survey (FNDDS)
2342181,"Beef, tofu, and vegetables excluding carrots, broccoli,  and dark-green leafy; no potatoes, soy-based sauce",Survey (FNDDS)
2342182,"Beef and vegetables, Hawaiian style",Survey (FNDDS)
2342183,Pepper steak,Survey (FNDDS)
2342184,"Beef, ground, with egg and onion",Survey (FNDDS)
2342185,Beef salad,Survey (FNDDS)
2342186,"Beef taco filling: beef, cheese, tomato, taco sauce",Survey (FNDDS)
2342187,Stir fried beef and vegetables in soy sauce,Survey (FNDDS)
2342188,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",Survey (FNDDS)
2342189,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",Survey (FNDDS)
2342190,Seasoned shredded soup meat,Survey (FNDDS)
2342191,"Beef stew with vegetables excluding potatoes, Puerto Rican style",Survey (FNDDS)
2342192,"Corned beef with tomato sauce and onion, Puerto Rican style",Survey (FNDDS)
2342193,"Beef steak with onions, Puerto Rican style",Survey (FNDDS)
2342194,Cabbage with ham hocks,Survey (FNDDS)
2342195,Ham or pork salad,Survey (FNDDS)
2342196,Frankfurters or hot dogs and sauerkraut,Survey (FNDDS)
2342197,"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",Survey (FNDDS)
2342198,Greens with ham or pork,Survey (FNDDS)
2342199,"Pork, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-base sauce",Survey (FNDDS)
2342200,"Pork and vegetables, Hawaiian style",Survey (FNDDS)
2342201,Pork and watercress with soy-based sauce,Survey (FNDDS)
2342202,Kung Pao pork,Survey (FNDDS)
2342203,"Moo Shu pork, without Chinese pancake",Survey (FNDDS)
2342204,Pork and onions with soy-based sauce,Survey (FNDDS)
2342205,Pork hash,Survey (FNDDS)
2342206,"Ham and vegetables including carrots broccoli, and/or dark- green leafy; no potatoes, no sauce",Survey (FNDDS)
2342207,"Ham and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",Survey (FNDDS)
2342208,"Pork and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",Survey (FNDDS)
2342209,"Pork, tofu, and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Survey (FNDDS)
2342210,"Pork chow mein or chop suey, no noodles",Survey (FNDDS)
2342211,"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",Survey (FNDDS)
2342212,"Pork and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",Survey (FNDDS)
2342213,"Sausage and vegetables including  carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",Survey (FNDDS)
2342214,"Sausage and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",Survey (FNDDS)
2342215,"Sausage and peppers, no sauce",Survey (FNDDS)
2342216,"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Survey (FNDDS)
2342217,"Pork and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, soy-based sauce",Survey (FNDDS)
2342218,"Pork shish kabob with vegetables, excluding potatoes",Survey (FNDDS)
2342219,"Stuffed christophine, Puerto Rican style",Survey (FNDDS)
2342220,"Pork chop stewed with vegetables, Puerto Rican style",Survey (FNDDS)
2342221,"Lamb or mutton stew with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",Survey (FNDDS)
2342222,"Veal with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream or white sauce",Survey (FNDDS)
2342223,"Veal with vegetables excluding carrots, broccoli, and dark-green leafy; and potatoes, cream or white sauce",Survey (FNDDS)
2342224,"Lamb shish kabob with vegetables, excluding potatoes",Survey (FNDDS)
2342225,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",Survey (FNDDS)
2342226,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",Survey (FNDDS)
2342227,"Chicken or turkey shish kabob with vegetables, excluding potatoes",Survey (FNDDS)
2342228,"Chicken or turkey creole, without rice",Survey (FNDDS)
2342229,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",Survey (FNDDS)
2342230,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",Survey (FNDDS)
2342231,"Chicken or turkey a la king with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream, white, or soup-based sauce",Survey (FNDDS)
2342232,"Chicken or turkey a la king with vegetables excluding carrorts, broccoli, and dark-green leafy; no potatoes, cream, white, or soup-based sauce",Survey (FNDDS)
2342233,Chicken or turkey divan,Survey (FNDDS)
2342234,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Survey (FNDDS)
2342235,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Survey (FNDDS)
2342236,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",Survey (FNDDS)
2342237,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",Survey (FNDDS)
2342238,General Tso chicken,Survey (FNDDS)
2342239,Moo Goo Gai Pan,Survey (FNDDS)
2342240,Kung pao chicken,Survey (FNDDS)
2342241,Almond chicken,Survey (FNDDS)
2342242,"Chicken or turkey chow mein or chop suey, no noodles",Survey (FNDDS)
2342243,"Chicken or turkey salad, made with mayonnaise",Survey (FNDDS)
2342244,Chicken or turkey salad with nuts and/or fruits,Survey (FNDDS)
2342245,Chicken or turkey salad with egg,Survey (FNDDS)
2342246,"Chicken or turkey salad, made with light mayonnaise",Survey (FNDDS)
2342247,"Chicken or turkey salad, made with mayonnaise-type salad dressing",Survey (FNDDS)
2342248,"Chicken or turkey salad, made with light mayonnaise-type salad dressing",Survey (FNDDS)
2342249,"Chicken or turkey salad, made with creamy dressing",Survey (FNDDS)
2342250,"Chicken or turkey salad, made with light creamy dressing",Survey (FNDDS)
2342251,"Chicken or turkey salad, made with Italian dressing",Survey (FNDDS)
2342252,"Chicken or turkey salad, made with light Italian dressing",Survey (FNDDS)
2342253,"Chicken or turkey salad, made with any type of fat free dressing",Survey (FNDDS)
2342254,"Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",Survey (FNDDS)
2342255,"Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing",Survey (FNDDS)
2342256,"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Survey (FNDDS)
2342257,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Survey (FNDDS)
2342258,"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Survey (FNDDS)
2342259,"Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Survey (FNDDS)
2342260,"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",Survey (FNDDS)
2342261,"Asian chicken or turkey garden salad with crispy noodles, chicken and/or turkey, lettuce, fruit, nuts, crispy noodles, no dressing",Survey (FNDDS)
2342262,"Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",Survey (FNDDS)
2342263,"Chicken or turkey, breaded, fried, caesar garden salad, chicken and/or turkey, lettuce, tomatoes, cheese, no dressing",Survey (FNDDS)
2342264,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",Survey (FNDDS)
2342265,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",Survey (FNDDS)
2342266,"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",Survey (FNDDS)
2342267,"Chicken or turkey fricassee, no sauce, no potatoes, Puerto Rican style",Survey (FNDDS)
2342268,Crab salad,Survey (FNDDS)
2342269,Lobster salad,Survey (FNDDS)
2342270,Salmon salad,Survey (FNDDS)
2342271,"Shrimp chow mein or chop suey, no noodles",Survey (FNDDS)
2342272,"Tuna salad, made with mayonnaise",Survey (FNDDS)
2342273,"Tuna salad, made with light mayonnaise",Survey (FNDDS)
2342274,"Tuna salad, made with mayonnaise-type salad dressing",Survey (FNDDS)
2342275,"Tuna salad, made with light mayonnaise-type salad dressing",Survey (FNDDS)
2342276,"Tuna salad, made with creamy dressing",Survey (FNDDS)
2342277,"Tuna salad, made with light creamy dressing",Survey (FNDDS)
2342278,"Tuna salad, made with Italian dressing",Survey (FNDDS)
2342279,"Tuna salad, made with light Italian dressing",Survey (FNDDS)
2342280,"Tuna salad, made with any type of fat free dressing",Survey (FNDDS)
2342281,Shrimp salad,Survey (FNDDS)
2342282,Seafood salad,Survey (FNDDS)
2342283,Tuna salad with cheese,Survey (FNDDS)
2342284,Tuna salad with egg,Survey (FNDDS)
2342285,"Shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",Survey (FNDDS)
2342286,"Shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",Survey (FNDDS)
2342287,Crab salad made with imitation crab,Survey (FNDDS)
2342288,"Fish, tofu, and vegetables, tempura",Survey (FNDDS)
2342289,"Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",Survey (FNDDS)
2342290,"Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",Survey (FNDDS)
2342291,"Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",Survey (FNDDS)
2342292,"Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",Survey (FNDDS)
2342293,Oysters Rockefeller,Survey (FNDDS)
2342294,Lomi salmon,Survey (FNDDS)
2342295,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",Survey (FNDDS)
2342296,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",Survey (FNDDS)
2342297,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Survey (FNDDS)
2342298,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Survey (FNDDS)
2342299,"Shrimp shish kabob with vegetables, excluding potatoes",Survey (FNDDS)
2342300,"Shrimp creole, no rice",Survey (FNDDS)
2342301,Kung Pao shrimp,Survey (FNDDS)
2342302,"Tuna casserole with vegetables and mushroom sauce, no noodles",Survey (FNDDS)
2342303,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Survey (FNDDS)
2342304,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Survey (FNDDS)
2342305,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",Survey (FNDDS)
2342306,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",Survey (FNDDS)
2342307,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",Survey (FNDDS)
2342308,"Fish and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, tomato-based sauce",Survey (FNDDS)
2342309,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Survey (FNDDS)
2342310,"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Survey (FNDDS)
